"";"Datum";"Kraj";"Admission";"Discharges"
"1";2020-03-17;"Žilinský kraj";1;0
"2";2020-03-18;"Žilinský kraj";0;0
"3";2020-03-19;"Žilinský kraj";0;0
"4";2020-03-20;"Žilinský kraj";0;0
"5";2020-03-21;"Žilinský kraj";0;0
"6";2020-03-22;"Žilinský kraj";0;0
"7";2020-03-23;"Žilinský kraj";0;0
"8";2020-03-24;"Žilinský kraj";0;0
"9";2020-03-25;"Žilinský kraj";0;0
"10";2020-03-26;"Žilinský kraj";0;0
"11";2020-03-27;"Žilinský kraj";0;0
"12";2020-03-28;"Žilinský kraj";0;0
"13";2020-03-29;"Žilinský kraj";0;0
"14";2020-03-30;"Žilinský kraj";0;0
"15";2020-03-31;"Žilinský kraj";0;0
"16";2020-04-01;"Žilinský kraj";0;0
"17";2020-04-02;"Žilinský kraj";0;0
"18";2020-04-03;"Žilinský kraj";1;0
"19";2020-04-04;"Žilinský kraj";0;0
"20";2020-04-05;"Žilinský kraj";0;0
"21";2020-04-06;"Žilinský kraj";0;0
"22";2020-04-07;"Žilinský kraj";0;0
"23";2020-04-08;"Žilinský kraj";0;0
"24";2020-04-09;"Žilinský kraj";0;0
"25";2020-04-10;"Žilinský kraj";0;0
"26";2020-04-11;"Žilinský kraj";0;0
"27";2020-04-12;"Žilinský kraj";0;0
"28";2020-04-13;"Žilinský kraj";0;0
"29";2020-04-14;"Žilinský kraj";0;1
"30";2020-04-15;"Žilinský kraj";0;0
"31";2020-04-16;"Žilinský kraj";0;0
"32";2020-04-17;"Žilinský kraj";0;0
"33";2020-04-18;"Žilinský kraj";1;0
"34";2020-04-19;"Žilinský kraj";0;0
"35";2020-04-20;"Žilinský kraj";0;0
"36";2020-04-21;"Žilinský kraj";0;0
"37";2020-04-22;"Žilinský kraj";0;0
"38";2020-04-23;"Žilinský kraj";0;0
"39";2020-04-24;"Žilinský kraj";0;0
"40";2020-04-25;"Žilinský kraj";0;1
"41";2020-04-26;"Žilinský kraj";0;0
"42";2020-04-27;"Žilinský kraj";0;0
"43";2020-04-28;"Žilinský kraj";0;0
"44";2020-04-29;"Žilinský kraj";0;0
"45";2020-04-30;"Žilinský kraj";0;0
"46";2020-05-01;"Žilinský kraj";0;0
"47";2020-05-02;"Žilinský kraj";0;0
"48";2020-05-03;"Žilinský kraj";0;0
"49";2020-05-04;"Žilinský kraj";0;0
"50";2020-05-05;"Žilinský kraj";0;0
"51";2020-05-06;"Žilinský kraj";0;0
"52";2020-05-07;"Žilinský kraj";0;0
"53";2020-05-08;"Žilinský kraj";0;0
"54";2020-05-09;"Žilinský kraj";0;0
"55";2020-05-10;"Žilinský kraj";0;0
"56";2020-05-11;"Žilinský kraj";0;1
"57";2020-05-12;"Žilinský kraj";0;0
"58";2020-05-13;"Žilinský kraj";0;0
"59";2020-05-14;"Žilinský kraj";0;0
"60";2020-05-15;"Žilinský kraj";0;0
"61";2020-05-16;"Žilinský kraj";0;0
"62";2020-05-17;"Žilinský kraj";0;0
"63";2020-05-18;"Žilinský kraj";0;0
"64";2020-05-19;"Žilinský kraj";0;0
"65";2020-05-20;"Žilinský kraj";0;0
"66";2020-05-21;"Žilinský kraj";0;0
"67";2020-05-22;"Žilinský kraj";0;0
"68";2020-05-23;"Žilinský kraj";0;0
"69";2020-05-24;"Žilinský kraj";0;0
"70";2020-05-25;"Žilinský kraj";0;0
"71";2020-05-26;"Žilinský kraj";0;0
"72";2020-05-27;"Žilinský kraj";0;0
"73";2020-05-28;"Žilinský kraj";0;0
"74";2020-05-29;"Žilinský kraj";0;0
"75";2020-05-30;"Žilinský kraj";0;0
"76";2020-05-31;"Žilinský kraj";0;0
"77";2020-06-01;"Žilinský kraj";0;0
"78";2020-06-02;"Žilinský kraj";0;0
"79";2020-06-03;"Žilinský kraj";0;0
"80";2020-06-04;"Žilinský kraj";0;0
"81";2020-06-05;"Žilinský kraj";0;0
"82";2020-06-06;"Žilinský kraj";0;0
"83";2020-06-07;"Žilinský kraj";0;0
"84";2020-06-08;"Žilinský kraj";0;0
"85";2020-06-09;"Žilinský kraj";0;0
"86";2020-06-10;"Žilinský kraj";0;0
"87";2020-06-11;"Žilinský kraj";0;0
"88";2020-06-12;"Žilinský kraj";0;0
"89";2020-06-13;"Žilinský kraj";0;0
"90";2020-06-14;"Žilinský kraj";0;0
"91";2020-06-15;"Žilinský kraj";0;0
"92";2020-06-16;"Žilinský kraj";0;0
"93";2020-06-17;"Žilinský kraj";0;0
"94";2020-06-18;"Žilinský kraj";0;0
"95";2020-06-19;"Žilinský kraj";0;0
"96";2020-06-20;"Žilinský kraj";0;0
"97";2020-06-21;"Žilinský kraj";0;0
"98";2020-06-22;"Žilinský kraj";0;0
"99";2020-06-23;"Žilinský kraj";0;0
"100";2020-06-24;"Žilinský kraj";0;0
"101";2020-06-25;"Žilinský kraj";0;0
"102";2020-06-26;"Žilinský kraj";0;0
"103";2020-06-27;"Žilinský kraj";0;0
"104";2020-06-28;"Žilinský kraj";0;0
"105";2020-06-29;"Žilinský kraj";0;0
"106";2020-06-30;"Žilinský kraj";0;0
"107";2020-07-01;"Žilinský kraj";0;0
"108";2020-07-02;"Žilinský kraj";0;0
"109";2020-07-03;"Žilinský kraj";0;0
"110";2020-07-04;"Žilinský kraj";0;0
"111";2020-07-05;"Žilinský kraj";0;0
"112";2020-07-06;"Žilinský kraj";0;0
"113";2020-07-07;"Žilinský kraj";0;0
"114";2020-07-08;"Žilinský kraj";0;0
"115";2020-07-09;"Žilinský kraj";0;0
"116";2020-07-10;"Žilinský kraj";0;0
"117";2020-07-11;"Žilinský kraj";0;0
"118";2020-07-12;"Žilinský kraj";0;0
"119";2020-07-13;"Žilinský kraj";0;0
"120";2020-07-14;"Žilinský kraj";0;0
"121";2020-07-15;"Žilinský kraj";0;0
"122";2020-07-16;"Žilinský kraj";0;0
"123";2020-07-17;"Žilinský kraj";0;0
"124";2020-07-18;"Žilinský kraj";0;0
"125";2020-07-19;"Žilinský kraj";0;0
"126";2020-07-20;"Žilinský kraj";0;0
"127";2020-07-21;"Žilinský kraj";0;0
"128";2020-07-22;"Žilinský kraj";0;0
"129";2020-07-23;"Žilinský kraj";0;0
"130";2020-07-24;"Žilinský kraj";0;0
"131";2020-07-25;"Žilinský kraj";0;0
"132";2020-07-26;"Žilinský kraj";0;0
"133";2020-07-27;"Žilinský kraj";0;0
"134";2020-07-28;"Žilinský kraj";0;0
"135";2020-07-29;"Žilinský kraj";0;0
"136";2020-07-30;"Žilinský kraj";0;0
"137";2020-07-31;"Žilinský kraj";0;0
"138";2020-08-01;"Žilinský kraj";0;0
"139";2020-08-02;"Žilinský kraj";0;0
"140";2020-08-03;"Žilinský kraj";0;0
"141";2020-08-04;"Žilinský kraj";1;0
"142";2020-08-05;"Žilinský kraj";2;0
"143";2020-08-06;"Žilinský kraj";0;0
"144";2020-08-07;"Žilinský kraj";2;1
"145";2020-08-08;"Žilinský kraj";0;0
"146";2020-08-09;"Žilinský kraj";0;0
"147";2020-08-10;"Žilinský kraj";0;0
"148";2020-08-11;"Žilinský kraj";0;0
"149";2020-08-12;"Žilinský kraj";0;0
"150";2020-08-13;"Žilinský kraj";0;0
"151";2020-08-14;"Žilinský kraj";0;0
"152";2020-08-15;"Žilinský kraj";0;0
"153";2020-08-16;"Žilinský kraj";0;0
"154";2020-08-17;"Žilinský kraj";0;0
"155";2020-08-18;"Žilinský kraj";0;1
"156";2020-08-19;"Žilinský kraj";0;0
"157";2020-08-20;"Žilinský kraj";1;1
"158";2020-08-21;"Žilinský kraj";0;0
"159";2020-08-22;"Žilinský kraj";0;0
"160";2020-08-23;"Žilinský kraj";0;0
"161";2020-08-24;"Žilinský kraj";0;0
"162";2020-08-25;"Žilinský kraj";0;0
"163";2020-08-26;"Žilinský kraj";0;0
"164";2020-08-27;"Žilinský kraj";0;0
"165";2020-08-28;"Žilinský kraj";1;0
"166";2020-08-29;"Žilinský kraj";0;0
"167";2020-08-30;"Žilinský kraj";0;0
"168";2020-08-31;"Žilinský kraj";2;0
"169";2020-09-01;"Žilinský kraj";0;1
"170";2020-09-02;"Žilinský kraj";1;0
"171";2020-09-03;"Žilinský kraj";0;0
"172";2020-09-04;"Žilinský kraj";0;0
"173";2020-09-05;"Žilinský kraj";0;1
"174";2020-09-06;"Žilinský kraj";0;0
"175";2020-09-07;"Žilinský kraj";0;0
"176";2020-09-08;"Žilinský kraj";0;0
"177";2020-09-09;"Žilinský kraj";0;1
"178";2020-09-10;"Žilinský kraj";0;0
"179";2020-09-11;"Žilinský kraj";1;0
"180";2020-09-12;"Žilinský kraj";0;0
"181";2020-09-13;"Žilinský kraj";0;0
"182";2020-09-14;"Žilinský kraj";0;1
"183";2020-09-15;"Žilinský kraj";0;0
"184";2020-09-16;"Žilinský kraj";0;0
"185";2020-09-17;"Žilinský kraj";0;0
"186";2020-09-18;"Žilinský kraj";1;1
"187";2020-09-19;"Žilinský kraj";1;0
"188";2020-09-20;"Žilinský kraj";0;0
"189";2020-09-21;"Žilinský kraj";0;1
"190";2020-09-22;"Žilinský kraj";2;0
"191";2020-09-23;"Žilinský kraj";2;0
"192";2020-09-24;"Žilinský kraj";1;0
"193";2020-09-25;"Žilinský kraj";0;0
"194";2020-09-26;"Žilinský kraj";2;0
"195";2020-09-27;"Žilinský kraj";0;0
"196";2020-09-28;"Žilinský kraj";0;0
"197";2020-09-29;"Žilinský kraj";2;3
"198";2020-09-30;"Žilinský kraj";1;0
"199";2020-10-01;"Žilinský kraj";0;0
"200";2020-10-02;"Žilinský kraj";0;0
"201";2020-10-03;"Žilinský kraj";3;0
"202";2020-10-04;"Žilinský kraj";2;1
"203";2020-10-05;"Žilinský kraj";4;3
"204";2020-10-06;"Žilinský kraj";1;3
"205";2020-10-07;"Žilinský kraj";4;3
"206";2020-10-08;"Žilinský kraj";1;1
"207";2020-10-09;"Žilinský kraj";2;1
"208";2020-10-10;"Žilinský kraj";2;0
"209";2020-10-11;"Žilinský kraj";1;0
"210";2020-10-12;"Žilinský kraj";2;0
"211";2020-10-13;"Žilinský kraj";2;2
"212";2020-10-14;"Žilinský kraj";2;1
"213";2020-10-15;"Žilinský kraj";1;1
"214";2020-10-16;"Žilinský kraj";2;2
"215";2020-10-17;"Žilinský kraj";1;1
"216";2020-10-18;"Žilinský kraj";1;1
"217";2020-10-19;"Žilinský kraj";1;2
"218";2020-10-20;"Žilinský kraj";2;3
"219";2020-10-21;"Žilinský kraj";3;1
"220";2020-10-22;"Žilinský kraj";9;2
"221";2020-10-23;"Žilinský kraj";8;3
"222";2020-10-24;"Žilinský kraj";3;3
"223";2020-10-25;"Žilinský kraj";4;0
"224";2020-10-26;"Žilinský kraj";7;5
"225";2020-10-27;"Žilinský kraj";2;7
"226";2020-10-28;"Žilinský kraj";5;2
"227";2020-10-29;"Žilinský kraj";1;2
"228";2020-10-30;"Žilinský kraj";3;2
"229";2020-10-31;"Žilinský kraj";2;2
"230";2020-11-01;"Žilinský kraj";6;3
"231";2020-11-02;"Žilinský kraj";5;4
"232";2020-11-03;"Žilinský kraj";2;1
"233";2020-11-04;"Žilinský kraj";1;0
"234";2020-11-05;"Žilinský kraj";2;1
"235";2020-11-06;"Žilinský kraj";5;2
"236";2020-11-07;"Žilinský kraj";1;0
"237";2020-11-08;"Žilinský kraj";1;2
"238";2020-11-09;"Žilinský kraj";5;6
"239";2020-11-10;"Žilinský kraj";3;3
"240";2020-11-11;"Žilinský kraj";1;4
"241";2020-11-12;"Žilinský kraj";2;4
"242";2020-11-13;"Žilinský kraj";6;3
"243";2020-11-14;"Žilinský kraj";6;1
"244";2020-11-15;"Žilinský kraj";3;2
"245";2020-11-16;"Žilinský kraj";4;1
"246";2020-11-17;"Žilinský kraj";0;1
"247";2020-11-18;"Žilinský kraj";3;2
"248";2020-11-19;"Žilinský kraj";1;4
"249";2020-11-20;"Žilinský kraj";3;2
"250";2020-11-21;"Žilinský kraj";0;3
"251";2020-11-22;"Žilinský kraj";5;1
"252";2020-11-23;"Žilinský kraj";5;1
"253";2020-11-24;"Žilinský kraj";5;5
"254";2020-11-25;"Žilinský kraj";6;2
"255";2020-11-26;"Žilinský kraj";10;3
"256";2020-11-27;"Žilinský kraj";1;13
"257";2020-11-28;"Žilinský kraj";3;0
"258";2020-11-29;"Žilinský kraj";3;5
"259";2020-11-30;"Žilinský kraj";3;2
"260";2020-12-01;"Žilinský kraj";5;1
"261";2020-12-02;"Žilinský kraj";7;0
"262";2020-12-03;"Žilinský kraj";4;5
"263";2020-12-04;"Žilinský kraj";6;7
"264";2020-12-05;"Žilinský kraj";5;6
"265";2020-12-06;"Žilinský kraj";2;2
"266";2020-12-07;"Žilinský kraj";8;5
"267";2020-12-08;"Žilinský kraj";7;3
"268";2020-12-09;"Žilinský kraj";3;3
"269";2020-12-10;"Žilinský kraj";7;6
"270";2020-12-11;"Žilinský kraj";3;3
"271";2020-12-12;"Žilinský kraj";2;3
"272";2020-12-13;"Žilinský kraj";4;4
"273";2020-12-14;"Žilinský kraj";5;4
"274";2020-12-15;"Žilinský kraj";7;8
"275";2020-12-16;"Žilinský kraj";6;2
"276";2020-12-17;"Žilinský kraj";6;6
"277";2020-12-18;"Žilinský kraj";1;8
"278";2020-12-19;"Žilinský kraj";2;0
"279";2020-12-20;"Žilinský kraj";1;7
"280";2020-12-21;"Žilinský kraj";6;9
"281";2020-12-22;"Žilinský kraj";6;6
"282";2020-12-23;"Žilinský kraj";2;4
"283";2020-12-24;"Žilinský kraj";9;5
"284";2020-12-25;"Žilinský kraj";4;0
"285";2020-12-26;"Žilinský kraj";5;2
"286";2020-12-27;"Žilinský kraj";2;4
"287";2020-12-28;"Žilinský kraj";12;7
"288";2020-12-29;"Žilinský kraj";6;12
"289";2020-12-30;"Žilinský kraj";4;13
"290";2020-12-31;"Žilinský kraj";1;2
"291";2021-01-01;"Žilinský kraj";6;4
"292";2021-01-02;"Žilinský kraj";1;0
"293";2021-01-03;"Žilinský kraj";1;0
"294";2020-03-17;"Bratislavský kraj";0;0
"295";2020-03-18;"Bratislavský kraj";0;0
"296";2020-03-19;"Bratislavský kraj";0;0
"297";2020-03-20;"Bratislavský kraj";0;0
"298";2020-03-21;"Bratislavský kraj";0;0
"299";2020-03-22;"Bratislavský kraj";1;0
"300";2020-03-23;"Bratislavský kraj";0;0
"301";2020-03-24;"Bratislavský kraj";0;0
"302";2020-03-25;"Bratislavský kraj";0;0
"303";2020-03-26;"Bratislavský kraj";0;0
"304";2020-03-27;"Bratislavský kraj";0;0
"305";2020-03-28;"Bratislavský kraj";0;0
"306";2020-03-29;"Bratislavský kraj";0;0
"307";2020-03-30;"Bratislavský kraj";0;0
"308";2020-03-31;"Bratislavský kraj";0;0
"309";2020-04-01;"Bratislavský kraj";0;0
"310";2020-04-02;"Bratislavský kraj";0;0
"311";2020-04-03;"Bratislavský kraj";0;0
"312";2020-04-04;"Bratislavský kraj";0;0
"313";2020-04-05;"Bratislavský kraj";0;0
"314";2020-04-06;"Bratislavský kraj";0;1
"315";2020-04-07;"Bratislavský kraj";0;0
"316";2020-04-08;"Bratislavský kraj";0;0
"317";2020-04-09;"Bratislavský kraj";0;0
"318";2020-04-10;"Bratislavský kraj";0;0
"319";2020-04-11;"Bratislavský kraj";0;0
"320";2020-04-12;"Bratislavský kraj";1;0
"321";2020-04-13;"Bratislavský kraj";2;0
"322";2020-04-14;"Bratislavský kraj";0;0
"323";2020-04-15;"Bratislavský kraj";1;0
"324";2020-04-16;"Bratislavský kraj";1;0
"325";2020-04-17;"Bratislavský kraj";0;0
"326";2020-04-18;"Bratislavský kraj";0;1
"327";2020-04-19;"Bratislavský kraj";0;0
"328";2020-04-20;"Bratislavský kraj";0;1
"329";2020-04-21;"Bratislavský kraj";0;0
"330";2020-04-22;"Bratislavský kraj";0;0
"331";2020-04-23;"Bratislavský kraj";0;0
"332";2020-04-24;"Bratislavský kraj";0;0
"333";2020-04-25;"Bratislavský kraj";0;0
"334";2020-04-26;"Bratislavský kraj";0;0
"335";2020-04-27;"Bratislavský kraj";0;1
"336";2020-04-28;"Bratislavský kraj";0;0
"337";2020-04-29;"Bratislavský kraj";0;1
"338";2020-04-30;"Bratislavský kraj";0;1
"339";2020-05-01;"Bratislavský kraj";0;0
"340";2020-05-02;"Bratislavský kraj";0;0
"341";2020-05-03;"Bratislavský kraj";0;0
"342";2020-05-04;"Bratislavský kraj";0;0
"343";2020-05-05;"Bratislavský kraj";0;0
"344";2020-05-06;"Bratislavský kraj";0;0
"345";2020-05-07;"Bratislavský kraj";0;0
"346";2020-05-08;"Bratislavský kraj";0;0
"347";2020-05-09;"Bratislavský kraj";0;0
"348";2020-05-10;"Bratislavský kraj";0;0
"349";2020-05-11;"Bratislavský kraj";0;0
"350";2020-05-12;"Bratislavský kraj";0;0
"351";2020-05-13;"Bratislavský kraj";0;0
"352";2020-05-14;"Bratislavský kraj";0;0
"353";2020-05-15;"Bratislavský kraj";0;0
"354";2020-05-16;"Bratislavský kraj";0;0
"355";2020-05-17;"Bratislavský kraj";0;0
"356";2020-05-18;"Bratislavský kraj";0;0
"357";2020-05-19;"Bratislavský kraj";0;0
"358";2020-05-20;"Bratislavský kraj";0;0
"359";2020-05-21;"Bratislavský kraj";0;0
"360";2020-05-22;"Bratislavský kraj";0;0
"361";2020-05-23;"Bratislavský kraj";0;0
"362";2020-05-24;"Bratislavský kraj";0;0
"363";2020-05-25;"Bratislavský kraj";0;0
"364";2020-05-26;"Bratislavský kraj";0;0
"365";2020-05-27;"Bratislavský kraj";0;0
"366";2020-05-28;"Bratislavský kraj";0;0
"367";2020-05-29;"Bratislavský kraj";0;0
"368";2020-05-30;"Bratislavský kraj";0;0
"369";2020-05-31;"Bratislavský kraj";0;0
"370";2020-06-01;"Bratislavský kraj";0;0
"371";2020-06-02;"Bratislavský kraj";0;0
"372";2020-06-03;"Bratislavský kraj";0;0
"373";2020-06-04;"Bratislavský kraj";0;0
"374";2020-06-05;"Bratislavský kraj";0;0
"375";2020-06-06;"Bratislavský kraj";0;0
"376";2020-06-07;"Bratislavský kraj";0;0
"377";2020-06-08;"Bratislavský kraj";0;0
"378";2020-06-09;"Bratislavský kraj";0;0
"379";2020-06-10;"Bratislavský kraj";0;0
"380";2020-06-11;"Bratislavský kraj";0;0
"381";2020-06-12;"Bratislavský kraj";0;0
"382";2020-06-13;"Bratislavský kraj";0;0
"383";2020-06-14;"Bratislavský kraj";0;0
"384";2020-06-15;"Bratislavský kraj";0;0
"385";2020-06-16;"Bratislavský kraj";0;0
"386";2020-06-17;"Bratislavský kraj";0;0
"387";2020-06-18;"Bratislavský kraj";0;0
"388";2020-06-19;"Bratislavský kraj";0;0
"389";2020-06-20;"Bratislavský kraj";0;0
"390";2020-06-21;"Bratislavský kraj";0;0
"391";2020-06-22;"Bratislavský kraj";0;0
"392";2020-06-23;"Bratislavský kraj";0;0
"393";2020-06-24;"Bratislavský kraj";0;0
"394";2020-06-25;"Bratislavský kraj";0;0
"395";2020-06-26;"Bratislavský kraj";0;0
"396";2020-06-27;"Bratislavský kraj";0;0
"397";2020-06-28;"Bratislavský kraj";0;0
"398";2020-06-29;"Bratislavský kraj";0;0
"399";2020-06-30;"Bratislavský kraj";0;0
"400";2020-07-01;"Bratislavský kraj";0;0
"401";2020-07-02;"Bratislavský kraj";0;0
"402";2020-07-03;"Bratislavský kraj";0;0
"403";2020-07-04;"Bratislavský kraj";0;0
"404";2020-07-05;"Bratislavský kraj";0;0
"405";2020-07-06;"Bratislavský kraj";0;0
"406";2020-07-07;"Bratislavský kraj";0;0
"407";2020-07-08;"Bratislavský kraj";0;0
"408";2020-07-09;"Bratislavský kraj";0;0
"409";2020-07-10;"Bratislavský kraj";0;0
"410";2020-07-11;"Bratislavský kraj";0;0
"411";2020-07-12;"Bratislavský kraj";0;0
"412";2020-07-13;"Bratislavský kraj";0;0
"413";2020-07-14;"Bratislavský kraj";0;0
"414";2020-07-15;"Bratislavský kraj";0;0
"415";2020-07-16;"Bratislavský kraj";0;0
"416";2020-07-17;"Bratislavský kraj";0;0
"417";2020-07-18;"Bratislavský kraj";0;0
"418";2020-07-19;"Bratislavský kraj";0;0
"419";2020-07-20;"Bratislavský kraj";0;0
"420";2020-07-21;"Bratislavský kraj";0;0
"421";2020-07-22;"Bratislavský kraj";0;0
"422";2020-07-23;"Bratislavský kraj";0;0
"423";2020-07-24;"Bratislavský kraj";0;0
"424";2020-07-25;"Bratislavský kraj";0;0
"425";2020-07-26;"Bratislavský kraj";0;0
"426";2020-07-27;"Bratislavský kraj";0;0
"427";2020-07-28;"Bratislavský kraj";0;0
"428";2020-07-29;"Bratislavský kraj";0;0
"429";2020-07-30;"Bratislavský kraj";0;0
"430";2020-07-31;"Bratislavský kraj";0;0
"431";2020-08-01;"Bratislavský kraj";0;0
"432";2020-08-02;"Bratislavský kraj";0;0
"433";2020-08-03;"Bratislavský kraj";0;0
"434";2020-08-04;"Bratislavský kraj";0;0
"435";2020-08-05;"Bratislavský kraj";0;0
"436";2020-08-06;"Bratislavský kraj";0;0
"437";2020-08-07;"Bratislavský kraj";0;0
"438";2020-08-08;"Bratislavský kraj";0;0
"439";2020-08-09;"Bratislavský kraj";0;0
"440";2020-08-10;"Bratislavský kraj";0;0
"441";2020-08-11;"Bratislavský kraj";0;0
"442";2020-08-12;"Bratislavský kraj";0;0
"443";2020-08-13;"Bratislavský kraj";0;0
"444";2020-08-14;"Bratislavský kraj";0;0
"445";2020-08-15;"Bratislavský kraj";0;0
"446";2020-08-16;"Bratislavský kraj";0;0
"447";2020-08-17;"Bratislavský kraj";0;0
"448";2020-08-18;"Bratislavský kraj";0;0
"449";2020-08-19;"Bratislavský kraj";0;0
"450";2020-08-20;"Bratislavský kraj";0;0
"451";2020-08-21;"Bratislavský kraj";0;0
"452";2020-08-22;"Bratislavský kraj";0;0
"453";2020-08-23;"Bratislavský kraj";0;0
"454";2020-08-24;"Bratislavský kraj";0;0
"455";2020-08-25;"Bratislavský kraj";0;0
"456";2020-08-26;"Bratislavský kraj";0;0
"457";2020-08-27;"Bratislavský kraj";0;0
"458";2020-08-28;"Bratislavský kraj";0;0
"459";2020-08-29;"Bratislavský kraj";0;0
"460";2020-08-30;"Bratislavský kraj";0;0
"461";2020-08-31;"Bratislavský kraj";0;0
"462";2020-09-01;"Bratislavský kraj";0;0
"463";2020-09-02;"Bratislavský kraj";0;0
"464";2020-09-03;"Bratislavský kraj";0;0
"465";2020-09-04;"Bratislavský kraj";0;0
"466";2020-09-05;"Bratislavský kraj";0;0
"467";2020-09-06;"Bratislavský kraj";0;0
"468";2020-09-07;"Bratislavský kraj";0;0
"469";2020-09-08;"Bratislavský kraj";0;0
"470";2020-09-09;"Bratislavský kraj";0;0
"471";2020-09-10;"Bratislavský kraj";0;0
"472";2020-09-11;"Bratislavský kraj";1;0
"473";2020-09-12;"Bratislavský kraj";0;0
"474";2020-09-13;"Bratislavský kraj";0;0
"475";2020-09-14;"Bratislavský kraj";0;0
"476";2020-09-15;"Bratislavský kraj";0;0
"477";2020-09-16;"Bratislavský kraj";0;0
"478";2020-09-17;"Bratislavský kraj";0;0
"479";2020-09-18;"Bratislavský kraj";0;0
"480";2020-09-19;"Bratislavský kraj";0;0
"481";2020-09-20;"Bratislavský kraj";0;0
"482";2020-09-21;"Bratislavský kraj";0;0
"483";2020-09-22;"Bratislavský kraj";0;0
"484";2020-09-23;"Bratislavský kraj";0;0
"485";2020-09-24;"Bratislavský kraj";0;0
"486";2020-09-25;"Bratislavský kraj";0;0
"487";2020-09-26;"Bratislavský kraj";0;0
"488";2020-09-27;"Bratislavský kraj";0;0
"489";2020-09-28;"Bratislavský kraj";0;0
"490";2020-09-29;"Bratislavský kraj";0;0
"491";2020-09-30;"Bratislavský kraj";0;0
"492";2020-10-01;"Bratislavský kraj";0;0
"493";2020-10-02;"Bratislavský kraj";0;1
"494";2020-10-03;"Bratislavský kraj";0;0
"495";2020-10-04;"Bratislavský kraj";0;0
"496";2020-10-05;"Bratislavský kraj";0;0
"497";2020-10-06;"Bratislavský kraj";1;0
"498";2020-10-07;"Bratislavský kraj";0;0
"499";2020-10-08;"Bratislavský kraj";0;0
"500";2020-10-09;"Bratislavský kraj";0;0
"501";2020-10-10;"Bratislavský kraj";0;0
"502";2020-10-11;"Bratislavský kraj";0;0
"503";2020-10-12;"Bratislavský kraj";1;0
"504";2020-10-13;"Bratislavský kraj";0;1
"505";2020-10-14;"Bratislavský kraj";0;0
"506";2020-10-15;"Bratislavský kraj";0;0
"507";2020-10-16;"Bratislavský kraj";0;0
"508";2020-10-17;"Bratislavský kraj";0;0
"509";2020-10-18;"Bratislavský kraj";1;0
"510";2020-10-19;"Bratislavský kraj";0;0
"511";2020-10-20;"Bratislavský kraj";0;0
"512";2020-10-21;"Bratislavský kraj";2;0
"513";2020-10-22;"Bratislavský kraj";0;0
"514";2020-10-23;"Bratislavský kraj";0;0
"515";2020-10-24;"Bratislavský kraj";0;0
"516";2020-10-25;"Bratislavský kraj";1;0
"517";2020-10-26;"Bratislavský kraj";0;1
"518";2020-10-27;"Bratislavský kraj";0;0
"519";2020-10-28;"Bratislavský kraj";2;0
"520";2020-10-29;"Bratislavský kraj";0;1
"521";2020-10-30;"Bratislavský kraj";1;1
"522";2020-10-31;"Bratislavský kraj";0;1
"523";2020-11-01;"Bratislavský kraj";1;0
"524";2020-11-02;"Bratislavský kraj";1;0
"525";2020-11-03;"Bratislavský kraj";0;1
"526";2020-11-04;"Bratislavský kraj";0;1
"527";2020-11-05;"Bratislavský kraj";1;0
"528";2020-11-06;"Bratislavský kraj";0;0
"529";2020-11-07;"Bratislavský kraj";0;0
"530";2020-11-08;"Bratislavský kraj";2;0
"531";2020-11-09;"Bratislavský kraj";2;0
"532";2020-11-10;"Bratislavský kraj";2;0
"533";2020-11-11;"Bratislavský kraj";0;0
"534";2020-11-12;"Bratislavský kraj";0;0
"535";2020-11-13;"Bratislavský kraj";1;0
"536";2020-11-14;"Bratislavský kraj";0;0
"537";2020-11-15;"Bratislavský kraj";1;1
"538";2020-11-16;"Bratislavský kraj";3;0
"539";2020-11-17;"Bratislavský kraj";0;2
"540";2020-11-18;"Bratislavský kraj";2;0
"541";2020-11-19;"Bratislavský kraj";0;1
"542";2020-11-20;"Bratislavský kraj";0;0
"543";2020-11-21;"Bratislavský kraj";1;0
"544";2020-11-22;"Bratislavský kraj";0;0
"545";2020-11-23;"Bratislavský kraj";0;0
"546";2020-11-24;"Bratislavský kraj";0;0
"547";2020-11-25;"Bratislavský kraj";1;4
"548";2020-11-26;"Bratislavský kraj";0;2
"549";2020-11-27;"Bratislavský kraj";0;1
"550";2020-11-28;"Bratislavský kraj";0;0
"551";2020-11-29;"Bratislavský kraj";1;1
"552";2020-11-30;"Bratislavský kraj";0;1
"553";2020-12-01;"Bratislavský kraj";0;0
"554";2020-12-02;"Bratislavský kraj";0;1
"555";2020-12-03;"Bratislavský kraj";2;1
"556";2020-12-04;"Bratislavský kraj";0;0
"557";2020-12-05;"Bratislavský kraj";0;0
"558";2020-12-06;"Bratislavský kraj";0;0
"559";2020-12-07;"Bratislavský kraj";2;2
"560";2020-12-08;"Bratislavský kraj";1;0
"561";2020-12-09;"Bratislavský kraj";1;0
"562";2020-12-10;"Bratislavský kraj";1;3
"563";2020-12-11;"Bratislavský kraj";1;1
"564";2020-12-12;"Bratislavský kraj";0;0
"565";2020-12-13;"Bratislavský kraj";0;0
"566";2020-12-14;"Bratislavský kraj";1;0
"567";2020-12-15;"Bratislavský kraj";4;0
"568";2020-12-16;"Bratislavský kraj";2;1
"569";2020-12-17;"Bratislavský kraj";1;2
"570";2020-12-18;"Bratislavský kraj";0;1
